Brand,Name,Category,Reviews,Price,Rating
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,really loved moment bike buddy good quality delivery time,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,super,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,simply satisfied,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,satisfied overall cycling experience ride quality commendable offering smooth enjoyable journey however braking performance fell short expectation proving surprisingly weak im expert aspect noticeable ride one notable disappointment absence accessory package appears company discontinued providing complimentary item mudguard light lock bottle holder reflector thi,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,nice cycle,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,nice bye cycle,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,smooth gear shifting fantastic break light weight suspension smooth killer look,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,good cycle mountain city also cross country mtb dont confused,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,v gud cycle value money accessory quality bad,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,received cycle month ago actually cycle goodat first noticed cycle front tube defective approaching cardiac team solved issue sending new one finally satisfied product also support cardiac team vgood tq cardiac team,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cycle coollooking,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,nice cycle got issue acera fixed superb accessory cycle thing get tool pedal overall good choice buy per price,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,best value money bicycle,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,buy,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,best mtb k go,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cycle good value money,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,want gave star option gave star got bike scratch whole bike superbb soo crazy scratch ohh ohh,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,product quality good didnt received mudguard light bottle holderlock bell mentioned question answer also mentioned costumer review quite disappointed,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,writing review using bike one month thoroughly ass comfort undertook km ride single day across various terrain box packing good easy install overall bike performs well look suspension seat gear shifting good lack confidence braking,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,must buy best cycle entire collection feature provides price point top notch value money cradiac support good,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cycle good light ride value money,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,best cycle k offer acera gear zoom suspension,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,quality design cycle good one thing disappoint brake seat overall cycle best k go,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,everything good cycle break average go,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,existing cycle,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,close eye get seat brake good fine,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,nice product value money thanku cardiac flipkart wonderful product,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,awesome,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,nice packagingbut dont provide mudguard accessory,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,good cycle shifting noisy,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,value money product extremely happy beast,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,good product worth get lock bell light bottle holder value money,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,value money,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,use month give honest review,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,good package price ride smooth road havent taken trail gurgaon road le suspension gear superb minor refinement like casing gear wire free end would made aesthetically pleasing,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,nice bike item box cycle lock good qualitybelltail head light mud guard small tool kit,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cycle good rate cycle increase day day value money k company hike price rapidly,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,first thing firsti happy cycle con bad paint job certain part like break low quality mudguard seat uncomfortable even using cover pro run amazing high speed overall look bike amazing person picture handling stability amazing low well high speed suspension amazing regarding quality brake upgraded basic bicycle quite satisfied brake peop,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,everything thing amazing quality part used top notch except brake arent effective unfortunately break calliper broke heavy use replaced cardiac rest part high quality ride shift butter smooth,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,far good,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cycle good loved gear smooth brake bad,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,everything good get atleast one free service,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cycle value money every thing perfect best part cycle gear colour nice,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,price bicycle best deal acera smooth get lock bottle holder light,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,best cycle buy good,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,awesome design value money,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,perfect choice,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cycle light weightbut problem front gear shiftingi fix front derailleur mechanic uncle post review cycle using month two hope review helpful,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,im writing review lite version rooster doesnt come suspension lock mudguard although cycle gud basic tune gear,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,overall nice bicycle,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,dont like seatits hardi prefer spring seat everything else perfect,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cycle amazing,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,stunning look perfect bicycle start cycling journeyloved,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,good,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,supper prduct helpful,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,fantastic product easy fitting best gear best suspension best brake overall best mtb segment,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cradiac xc exceptional budget bike truly shine crosscountry riding mountaineering trial experience hard believe get quality affordable price crosscountry enthusiast bike offer smooth efficient ride lightweight frame ensures conquer long distance ease responsive handling help navigate challenging terrain effortlessly whether youre tackling steep climb enjoying speedy,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,good cycle nice gear service good,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,nice bicycle value money paking awesome,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,good cycle recommended,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,gd,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,k nice,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,superb product fully satisfiedvalue money,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,build quality goodotherwise great deal pricethere mudguardlocklight bottle holder,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,well packed,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,best mtb cycle price range,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,cycle awesome wow,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,nice product worth money go,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,nice bike arrived time installed good customer support,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,best product price range sale service nice recommended delivery time nice,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,using last month nice look easy gear shifting overall nice experience recommend cycle everyone looking range love,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,look wise really cool riding comfortable gear turning initially usage,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,premium look,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,gear bad,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,go,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,good cycle easy maintenance smooth gear shifting good choice go,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,amazing month experience amazing gear shift suspension everything amazing except brake little weak got used best cycle get price,17999.0,4.3
cradiac,"cradiac alpha pro  6061 alloy frame  shimano acera 29 t mountain cycle  (21 gear, green, only front suspension)",Cycles,received product good condition time thanks flipkart delivery sucha geat job,17999.0,4.3
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,cycle really value money really good cycle leader thank leader,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,everything good except gear problem shifting gear showing second gear running third gear time chai falling also cycle little bit weight good,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,liked bicycle pro con pro build quality cycle phenomenal painting stickering done precisely seat comfortable given accessory average break good con tool dont fit properly quality nut bolt arent good concentrate handle bar nut handle shake coz allen bolt wrinch isnt fully compatible bicycle nut overall value mon,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good product satisfied,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,go ossum look best quality easy switchable gear completely satisfied thank leader beast,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice product,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,value money,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice thanks flipkart,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,come good way better expected love first time ever cycle two scotty experience cycle next level thank leader beast team flicker courier partner,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,come good way better expected two scotty experience cycle next level thank leader beast team flicker courier partner good looking good quality tqs flipkart,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,perfect quality,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,cycle good gear properly working ill give five,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,product awesome worth smooth riding love,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,leader beast leader quality assuring quality product easy reach get resolution query thank product delivered time,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good price,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice product,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,amazing cycle good looking,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,everything good ride please adjust gres break good good product,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good comfortable cycle,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice loved tq,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good quality,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,amazing,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,value money,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice cycle,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,gear easy change nice product good,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,superb performance,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good quality product easy assemble,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good looking love product,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,product good brother happy get,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,value money cyclego,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,everything best thank flipkart,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good hight ok f person also ride,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,best gear cycle price,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,looking awesome,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice product,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,best single,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice product excellent nice colour,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,go offer available son happy try buy accessory company deliverable cycle,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice product,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,awesome,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,build material good price,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,nice beautiful,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good product quality good,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good product thanks leader cycle,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good product price brake lever mark initially issue handle gear fixed local mechanic good cycle budget cycle enthusiast,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,thing good little problem gear system ordered cycle gear problem adjusted nut dont go cycle repair shop tried whole gear system disturbed thank nice bicycle leader,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good awosame delay delevery got day laters,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,excellent quality,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,awesome productbut quality sticker low,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,build quality good work also good one thing found need improved seat comfort seat lock bit loose rest worth buying range add mud guard added advantage enhance look,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,ok kid adult per opinion,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,value money nice product,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,cycle awesome even everyone always saysfrom u buy cycle always proud leader handle comfortable tyre awesome feel like aur suspension gear easy shift bc shimano gear sound created breaker manufacturing quality tooo good frame lifetime warrenty,4699.0,4.0
leader,"leader beast 26t with front suspension and disc brake and complete accessories 26 t mountain cycle  (single speed, black, only front suspension)",Cycles,good prodect,4699.0,4.0
